name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 219134 e,Confirmed,0.223,0.006,0.006,0.223,0.006,0.006,,,,1842,292,292,2.56,0.15,0.15,0.34,0.17,0.17,,,,,2015,28-11-2018,345.42,36.83,36.83,,,,,,,,,,,,,,,,,,,,,,5.05,1.57,1.57,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.3208333,57.16833334,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 219134 g,Confirmed,0.034,0.004,0.004,0.034,0.004,0.004,,,,94.2,0.2,0.2,0.3753,0.0004,0.0004,0,,,,,,,2015,17-11-2015,,,,2449972,5,5,,,,,,,,,,,,,,,,,,,1.8,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.3208333,57.16833334,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 219134 h,Confirmed,0.308,0.014,0.014,0.308,0.014,0.014,,,,2198,51,51,3.064,0.048,0.048,0.37,0.18,0.18,,,,,2015,16-09-2022,180,19,19,2448616.291,,,,,,,,,,,,,,,,,,,,,5.5,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,TOI-1469 h,,HD 219134,348.3208333,57.16833334,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 219139 b,Confirmed,0.78,0.2,0.2,0.78,0.2,0.2,,,,275.5,1,1,0.94,0.07,0.07,0.11,0.08,0.08,,,,,2021,16-12-2021,318,67,67,2455240.1,12,12,,,,,,,,,,,,,,,,,,,19.2,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219139,348.3625,11.06500001,,,,,,,,,,,,,,,,,,G5 III,,,,,,,,,
HD 219415 b,Confirmed,1,,,1,,,,,,2093.3,32.7,32.7,3.2,,,,,,,,,,2012,31-10-2024,,,,2453460.9,57.7,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 219415,348.725,56.7303,8.94,,,,,165.184,0.895,0.895,0.023,0.028,0.028,1,0.1,0.1,4.27,,,K0III-IV,,,,4815.9,18.7,18.7,,,
HD 219828 b,Confirmed,0.0661,0.0044,0.0044,0.0661,0.0044,0.0044,,,,3.834887,9.60E-05,9.60E-05,0.045,,,0.059,0.036,0.036,,,,0.000641,2007,24-05-2016,255,38,38,2455998.78,0.036,0.036,,,,,,,,,,,,,,,,,,,7.53,0.28,0.28,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219828,349.6958333,18.6458333,8.04,,,,,81.1,1,1,0.19,0.03,0.03,1.24,,,1.7,0.16,0.16,G0IV,5.8,1.2,1.2,5891,18,18,,,
HD 219828 c,Confirmed,15.1,0.85,0.85,15.1,0.85,0.85,,,,4791,75,75,5.96,,,0.8118,0.0032,0.0032,,,,,2016,08-06-2017,145.77,0.28,0.28,2454180.7,1.2,1.2,,,,,,,,,,,,,,,,,,,269.4,4.7,4.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219828,349.6958333,18.6458333,8.04,,,,,81.1,1,1,0.19,0.03,0.03,1.24,,,1.7,0.16,0.16,G0IV,5.8,1.2,1.2,5891,18,18,,,
HD 220074 b,Confirmed,11.1,1.8,1.8,11.1,1.8,1.8,,,,672.1,3.7,3.7,1.6,0.1,0.1,0.14,0.05,0.05,,,,,2012,13-11-2012,323,8.5,8.5,2451158.2,31.7,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 220074,350.0583,61.97,6.4,,,,,290.2,45.5,45.5,-0.25,0.25,0.25,1.2,0.3,0.3,49.67,9.5,9.5,M2III,4.5,2.8,2.8,3935,110,110,,,
HD 220197 b,Confirmed,0.2,0.04,0.04,0.2,0.04,0.04,,,,1728,80,80,2.729,0.085,0.085,0.187,0.132,0.132,,,,,2018,09-03-2020,159,81,81,2456636.3,428,428,,,,,,,,,,,,,,,,,,,3.78,0.72,0.72,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 220197,350.4916667,16.63250003,9,,,,,64.5,0.2,0.2,-0.55,0.02,0.02,0.91,0.02,0.02,0.98,0.02,0.02,F8V,10.165,1.37,1.37,5683,15,15,,,
HD 220689 b,Confirmed,1.06,0.09,0.09,1.06,0.09,0.09,,,,2209,103,103,3.36,0.09,0.09,0.16,0.07,0.07,,,,,2011,13-06-2019,137,75,75,2455649,413,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 220689,351.4708333,-20.6161111,7.77,,,,,44.6,1.5,1.5,,,,,,,,,,G3V,,,,,,,,,
HD 220842 Ab,Confirmed,3.18,0.15,0.15,3.18,0.15,0.15,,,,218.47,0.19,0.19,0.74,0.018,0.018,0.404,0.009,0.009,,,,,2016,04-08-2024,225.1,1.7,1.7,2456624.8,0.8,0.8,,,,,,,,,,,,,,,,,,,108.1,1.2,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 220842 b,,HD 220842 A,351.6541667,56.88666669,7.99,,,,,64.6498,0.16735,0.16735,-0.237,0.04,0.04,1.13,,,1.431,0.08,0.08,G0IV-V,,,,5921.14,149.615,149.615,,,HD 220842
HD 221287 b,Confirmed,3.09,0.79,0.79,3.09,0.79,0.79,,,,456.1,7.7,7.7,1.25,0.04,0.04,0.08,0.17,0.17,,,,0.023629,2007,30-08-2014,98,92,92,2453263,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 221287,352.8333333,-58.2097222,7.82,,,,,52.9,2.4,2.4,0.03,0.05,0.05,1.25,0.1,0.1,,,,F7 V,1.3,,,6304,45,45,,,
HD 221420 b,Confirmed,22.9,2.2,2.2,,,,,,,10088,562,562,10.15,,,0.14,0.04,0.04,16,1.8,1.8,,2019,12-07-2023,211,11,11,2456440,,,,,,,,,,,,,,,,,,,,,54.7,3.6,3.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,HD 221420,353.3333333,-77.38527779,5.8,,,,,31.8,,,0.29,,,1.67,0.11,0.11,,,,G2IV-V,,,,5830,,,,,
HD 221585 b,Confirmed,1.61,0.14,0.14,1.61,0.14,0.14,,,,1173,16,16,2.306,0.081,0.081,0.123,0.069,0.069,,,,,2016,29-04-2016,,,,2455050,93,93,,,,,,,,,,,,,,,,,,,27.9,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 221585,353.225,63.15548056,7.474,,,,,,,,0.29,0.02,0.02,1.19,0.12,0.12,,,,G8IV,6.2,0.5,0.5,5620,27,27,,,
HD 222076 b,Confirmed,1.56,0.11,0.11,1.56,0.11,0.11,,,,871,19,19,1.83,0.03,0.03,0.08,0.05,0.05,,,,,2016,29-06-2017,241,60,60,2454264,180,180,,,,,,,,,,,,,,,,,,,31.9,2.3,2.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 222076,354.5333333,-70.90333335,7.48,,,,,83.5,4.3,4.3,0.05,0.1,0.1,1.07,0.25,0.25,4.14,0.6,0.6,,,,,4806,100,100,,,
HD 222155 b,Confirmed,1.9,0.53,0.53,1.9,0.53,0.53,,,,3999,541,541,5.1,0.7,0.7,0.16,0.22,0.22,,,,0.10387,2012,24-05-2012,137,52,52,2456319,498,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 222155,354.5,48.9963889,7.1,,,,,49.1,1.5,1.5,-0.11,0.05,0.05,1.13,0.11,0.11,1.67,0.7,0.7,G2V,8.2,0.7,0.7,5765,22,22,,,
HD 222237 b,Confirmed,5.19,0.58,0.58,,,,,,,14892,1655,1655,10.8,1.1,1.1,0.56,0.03,0.03,49.9,2.8,2.8,,2024,13-09-2024,2.6,1.4,1.4,2443747,2116,2116,,,,,,,,,,,,,,,,,,,47.4,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,HD 222237,354.9057792,-72.72215278,7.1,,,,,11.4469,0.00345,0.00345,-0.317,0.0197,0.0197,0.76,0.0924,0.0924,0.709,0.055,0.055,K3V,,,,4751.57,139.318,139.318,,,GJ 902
HD 222582 Ab,Confirmed,7.75,0.65,0.65,7.75,0.65,0.65,,,,572.38,0.61,0.61,1.35,0.08,0.08,0.725,0.012,0.012,,,,0.032143,1999,23-09-2024,319.01,0.87,0.87,2450706.7,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 222582 A,355.4625,-5.9855556,7.7,,,,,42,,,-0.0229,,,0.99,,,1.15,,,G5V,6.16,,,5662,,,,,LDS 5112 A
HD 224538 b,Confirmed,6.531,0.349,0.349,5.97,0.42,0.42,,,,1202.1,3.7,3.7,2.375,0.123,0.123,0.476,0.013,0.013,91.125,25.504,25.504,,2016,19-06-2024,26.829,1.355,1.355,,,,,,,,,,,,,,,,,,,,,,123.164,2.769,2.769,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 224538,359.7166667,-61.58666668,8.06,,7.041,6.831,6.76,79.0608,0.185,0.185,0.27,0.1,0.1,1.23,0.1813,0.1813,1.483,0.059,0.059,F7IV-V,2,2,2,6288,111.906,111.906,,,
HD 224693 b,Confirmed,0.71,,,0.71,,,,,,26.73,0.02,0.02,0.233,,,0.05,0.03,0.03,,,,0.002479,2006,17-04-2006,6,200,200,2453193.9,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 224693,359.975,-22.4280556,8.23,,,,,94,,,0.343,0.03,0.03,1.33,0.1,0.1,1.7,0.3,0.3,G2IV,2,0.5,0.5,6037,44,44,,,
HD 22496 b,Confirmed,0.01753,0.00214,0.00214,0.01753,0.00214,0.00214,,,,5.09071,0.00026,0.00026,0.051,0.0026,0.0026,,,,,,,,2021,03-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,2.62,0.23,0.23,573,69,69,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"GJ 146, HIP 16711",,HD 22496,53.75833333,-48.41722223,8,,,,,13.602,0.003,0.003,-0.08,0.02,0.02,0.684,0.013,0.013,0.674,0.02,0.02,K5,,,,4385,21,21,,,"GJ 146, HIP 16711"
HD 22532 b,Confirmed,2.12,0.09,0.09,2.12,0.09,0.09,,,,872.6,2.8,2.8,1.9,0.004,0.004,0.003,0.003,0.003,,,,,2022,06-01-2022,169.1,89,89,2455575,221,221,,,,,,,,,,,,,,,,,,,40,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 22532,53.81666667,-49.41750001,7.8,,,,,161.2,0.07,0.07,-0.19,0.02,0.02,1.57,0.07,0.07,5.69,0.07,0.07,G8,,,,5067,22,22,,,
HD 22781 b,Confirmed,13.65,0.97,0.97,13.65,0.97,0.97,,,,528.07,0.14,0.14,1.167,0.039,0.039,0.8191,0.0023,0.0023,,,,0.03671,2011,03-11-2011,315.92,0.56,0.56,2454881.4,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 22781,55.2083333,31.8263889,8.77,,,,,31.79,,,-0.37,0.12,0.12,0.75,0.03,0.03,,,,K0V,4.75,4.15,4.15,5027,50,50,,,
HD 23079 b,Confirmed,2.45,0.21,0.21,2.45,0.21,0.21,,,,730.6,5.7,5.7,1.596,0.093,0.093,0.102,0.031,0.031,,,,0.043103,2001,21-01-2016,55,17,17,2450492,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 23079,54.9291667,-52.9158333,7.1,,,,,34.8,,,-0.24,,,1.1,0.15,0.15,1.13,,,F8/G0 V,6.53,,,5848,,,,,
HD 23127 b,Confirmed,1.5,0.2,0.2,1.5,0.2,0.2,,,,1214,9,9,2.4,0.3,0.3,0.44,0.07,0.07,,,,0.026936,2007,14-01-2016,190,6,6,2450229,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 23127,54.85,-60.0777778,8.58,,,,,89.1,,,0.34,,,1.13,,,,,,G2V,7.1,,,5927,,,,,
HD 231701 b,Confirmed,1.08,,,1.08,,,,,,141.89,0.15,0.15,0.53,,,0.096,0.069,0.069,,,,0.004889,2007,13-06-2019,54.4,3.69,3.69,2454885.141,1.422,1.422,,,,,,,,,,,,,,,,,,,39.06,2.64,2.64,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 231701,293.0166667,16.4741667,8.97,,,,,108.4,,,0.07,0.03,0.03,1.14,0.08,0.08,1.35,0.2,0.2,F8V,4.9,1.3,1.3,6208,44,44,,,
HD 233604 b,Confirmed,6.575,,,6.575,,,,,,192,0.22,0.22,0.747,,,0.05,0.03,0.03,,,,,2013,30-04-2013,281,83,83,2453022,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 233604,137.4542,53.5681,10.41,,,,,,,,-0.36,0.04,0.04,1.5,0.3,0.3,10.9,0.6,0.6,K5,2.4,1.8,1.8,4791,45,45,,,
HD 233832 Ab,Confirmed,2.72,0.23,0.23,2.72,0.23,0.23,,,,4047,117,117,4.438,0.09,0.09,0.381,0.029,0.029,,,,,2018,31-07-2024,321.365,8,8,2456874.9,90,90,,,,,,,,,,,,,,,,,,,47.18,3.2,3.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 233832 A,171.5208333,50.37555557,10,,,,,58.8,0.3,0.3,-0.66,0.03,0.03,0.71,0.02,0.02,0.68,0.03,0.03,K0V,5.417,4.2,4.2,4981,31,31,,,
HD 23596 Ab,Confirmed,11.914,1.768,1.768,8.1,,,,,,1535.1,9.3,9.3,2.694,0.118,0.118,0.282,0.014,0.014,38.898,77.179,77.179,0.055385,2002,30-07-2024,264.57,3.544,3.544,2451604,15,15,,,,,,,,,,,,,,,,,,,128.315,2.67,2.67,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 23596 A,57,40.5305556,7.24,,,,,52,,,0.32,,,1.27,0.04,0.04,2.09,0.24,0.24,G0IV,6.89,,,5888,,,,,TOK 240 A
HD 238090 Ab,Confirmed,0.02168,0.00299,0.00299,0.02168,0.00299,0.00299,,,,13.671,0.011,0.011,0.0932,0.0011,0.0011,0.3,0.17,0.17,,,,,2020,01-08-2024,119.3,25,25,2458630.09,0.55,0.55,,,,,,,,,,,,,,,,,,,2.85,0.39,0.39,469.6,2.6,2.6,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,GJ 458 Ab,,HD 238090,183.0869142,54.48575632,10,,,,,14.24,0.01,0.01,-0.03,0.16,0.16,0.578,0.021,0.021,0.57,0.016,0.016,M0V,,,,3933,51,51,,,GJ 458 A
HD 238914 b,Confirmed,6,2.7,2.7,6,2.7,2.7,,,,4100,240,240,5.7,0.9,0.9,0.56,0.05,0.05,,,,,2018,08-03-2020,318,8,8,2460540,250,250,,,,,,,,,,,,,,,,,,,71,11,11,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 238914,279.5833333,59.2538889,12,,,,,590,90,90,-0.25,0.09,0.09,1.47,0.47,0.47,12.73,3.89,3.89,K7,,,,4769,15,15,,,
HD 23965 b,Confirmed,43.9,2.7,2.7,42.6,2.5,2.5,,,,4445.7,153.3,153.3,5.58,0.15,0.15,0.805,0.01,0.01,76,0.5,0.5,,2019,21-06-2024,324,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Radial Velocity,,,,HD 23965,57.51442474,22.59163752,,,6.297,6.088,6.036,43.0822,0.1027,0.1027,0.01,0.04,0.04,1.2,0.181,0.181,1.1753,0.047,0.047,F8V,,,,6228.49,113.043,113.043,,,"HIP 17928, BD+22 575"
HD 240210 b,Confirmed,6.9,,,6.9,,,,,,501.75,2.33,2.33,1.33,,,0.15,0.02,0.02,,,,0.009301,2009,27-08-2014,277.49,7.77,7.77,2454487.38,10.93,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 240210,347.6208333,57.0294444,8.33,,,,,143,53,53,-0.18,0.12,0.12,1.25,0.25,0.25,,,,K3III,,,,4290,13,13,,,
HD 240237 b,Confirmed,5.3,,,5.3,,,,,,745.7,13.8,13.8,1.9,,,0.4,0.1,0.1,,,,0.001267,2010,10-10-2011,108.1,21.8,21.8,44292,28.3,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 240237,348.925,58.0433333,8.19,,,,,1500,,,-0.26,0.07,0.07,1.69,0.42,0.42,32,1,1,K2III,,,,4361,10,10,,,
HD 24040 b,Confirmed,4.01,0.49,0.49,4.01,0.49,0.49,,,,3668,170,170,4.92,0.38,0.38,0.04,0.06,0.06,,,,0.105784,2006,24-05-2012,154,54,54,2454308,839,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 24040,57.5958333,17.4763889,7.52,,,,,46.51,2.3,2.3,0.206,0.03,0.03,1.18,,,,,,G0,6.68,1.52,1.52,5853,44,44,,,
HD 24040 c,Confirmed,0.201,0.027,0.027,0.201,0.027,0.027,,,,515.4,2.5,2.5,1.3,0.021,0.021,0.11,0.079,0.079,,,,,2021,27-05-2021,343,50,50,,,,2454984,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 24040,57.5958333,17.4763889,7.52,,,,,46.51,2.3,2.3,0.206,0.03,0.03,1.18,,,,,,G0,6.68,1.52,1.52,5853,44,44,,,
HD 24064 b,Confirmed,9.4,1.3,1.3,9.4,1.3,1.3,,,,555.6,3,3,1.29,0.05,0.05,0.35,0.08,0.08,,,,,2015,01-10-2015,250.8,6.3,6.3,2455278.3,11.8,11.8,,,,,,,,,,,,,,,,,,,251,9.3,9.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 24064,59.15000001,74.08000001,6.75,,,,,264.4,31.2,31.2,-0.49,0.06,0.06,1,0.1,0.1,38,2.9,2.9,K0,9,2.1,2.1,4052.5,22.5,22.5,,,
HD 24085 b,Confirmed,0.0371,0.0098,0.0098,0.0371,0.0098,0.0098,,,,2.0455,0.0002,0.0002,0.034,0.001,0.001,0.22,0.12,0.12,,,,,2019,01-08-2024,8.92,54.83,54.83,,,,,,,,,,,,,,,,,,,,,,5.4,1.37,1.37,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 24085,56.26,-70.02,,,,,,54.97,0.06,0.06,,,,1.22,0.07,0.07,,,,G0V,,,,6034,53,53,,,
HD 25015 b,Confirmed,9.077,1.823,1.823,4.48,0.3,0.3,,,,6134.4,511.8,511.8,6.248,0.439,0.439,0.341,0.077,0.077,32.046,3.777,3.777,,2019,19-06-2024,87.981,14.806,14.806,2455852,140,140,,,,,,,,,,,,,,,,,,,62.647,4.253,4.253,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Primary Transit",Astrometry,,,,HD 25015,59.43333335,-20.26777778,8.9,,,,,37.45,0.07,0.07,0.04,0.04,0.04,0.86,0.05,0.05,0.83,0.04,0.04,K2V,4,3.41,3.41,5160,63,63,,,
HD 25171 Ab,Confirmed,0.95,0.1,0.1,0.95,0.1,0.1,,,,1845,15,15,3.02,0.16,0.16,0.08,0.06,0.06,,,,0.054909,2010,30-07-2024,96,89,89,55301,449,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 25171 A,58.9541667,-65.1866667,7.79,,,,,55,1.5,1.5,-0.11,0.044,0.044,1.09,0.3,0.3,1.18,0.04,0.04,F8V,2,1.6,1.6,6160,65,65,,,
HD 25723 b,Confirmed,2.51,,,2.51,,,,,,456.78,,,1.49,,,0.05,,,,,,,2020,26-10-2020,89.48,,,,,,,,,,,,,,,,,,,,,,,,40.09,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 25723,61.09583334,-12.79500003,5.6,,,,,117.9,4.93,4.93,-0.03,0.1,0.1,2.12,0.55,0.55,13.76,0.56,0.56,K1 III,0.95,0.25,0.25,4766,38,38,,,
HD 25723 c,Confirmed,1.33,,,1.33,,,,,,2369.84,,,4.35,,,0.22,,,,,,,2020,26-10-2020,210.58,,,,,,,,,,,,,,,,,,,,,,,,13.59,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 25723,61.09583334,-12.79500003,5.6,,,,,117.9,4.93,4.93,-0.03,0.1,0.1,2.12,0.55,0.55,13.76,0.56,0.56,K1 III,0.95,0.25,0.25,4766,38,38,,,
HD 25912 b,Confirmed,0.12,0.013,0.013,0.12,0.013,0.013,,,,41.8,0.03,0.03,0.242,0.01,0.01,0.05,0.034,0.034,,,,,2022,19-06-2024,318.187,38.447,38.447,,,,,,,,,,,,,,,,,,,,,,6.675,0.426,0.426,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 25912,60.90797667,-51.93083915,8.19,,7.022,6.779,6.71,49.1661,0.05755,0.05755,0.12,0.05,0.05,1.08,0.1296,0.1296,0.9958,0.0408,0.0408,G0V,,,,5920.58,106.287,106.287,,,
HD 25912 c,Confirmed,16.527,1.399,1.399,,,,,,,26308.7,2794.6,2794.6,17.848,1.484,1.484,0.051,0.025,0.025,88.333,5.134,5.134,,2022,19-06-2024,51.879,19.848,19.848,,,,,,,,,,,,,,,,,,,,,,106.312,2.091,2.091,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 25912,60.90797667,-51.93083915,8.19,,7.022,6.779,6.71,49.1661,0.05755,0.05755,0.12,0.05,0.05,1.08,0.1296,0.1296,0.9958,0.0408,0.0408,G0V,,,,5920.58,106.287,106.287,,,
HD 26161 Ab,Confirmed,28.46,0.222,0.222,13.5,3.7,3.7,,,,10942.3,1387.9,1387.9,10.087,1.085,1.085,0.922,0.099,0.099,59.558,30.662,30.662,,2021,22-06-2024,8.508,11.818,11.818,,,,2460540,280,280,,,,,,,,,,,,,,,,529.099,152.692,152.692,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 26161 A,62.40833335,31.65222224,6.88,,5.831,5.582,5.524,40.9128,0.07625,0.07625,0,0.1,0.1,1.12,0.145,0.145,1.439,0.0782,0.0782,F9/G0IV-V,,,,6033,150.484,150.484,,,HO 327 A
HD 2638 Ab,Confirmed,0.48,,,0.48,,,1.04,,,3.444,0.008239,0.008239,0.044,,,0,,,,,,0.000819,2005,28-07-2024,126.9,,,2453323.282,,,,,,,,,,,,,,,,,,53323.206,0.002,0.002,67.4,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,HIP 2350 b,,HD 2638 A,7.4958333,-5.7638889,9.44,,,,,53.71,,,0.16,0.05,0.05,0.93,,,,,,G5V,3,,,5192,38,38,,,
HD 27631 b,Confirmed,1.45,0.14,0.14,1.45,0.14,0.14,,,,2208,66,66,3.25,0.07,0.07,0.12,0.06,0.06,,,,,2011,29-11-2012,134,44,44,2453867,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 27631,64.9375,-41.9602778,8.25,,,,,45.5,1.5,1.5,,,,,,,,,,G3IV,,,,,,,,,
HD 27894 b,Confirmed,0.665,0.007,0.007,0.665,0.007,0.007,,,,18.02,0.02,0.02,0.125,0.0001,0.0001,0.047,0.008,0.008,,,,0.002879,2005,25-06-2017,132.2,15.2,15.2,53275.46,0.48,0.48,,,,,,,,,,,,,,,,,,,59.8,0.59,0.59,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875,81,81,,,
HD 27894 c,Confirmed,0.162,0.04,0.04,0.162,0.04,0.04,,,,36.07,0.09,0.09,0.198,0.001,0.001,0.015,0.002,0.002,,,,,2017,25-06-2017,44.2,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,11.57,2.89,2.89,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875,81,81,,,
HD 27894 d,Confirmed,6.493,0.353,0.353,5.415,1.214,1.214,,,,5019.5,31.1,31.1,5.362,0.223,0.223,0.343,0.026,0.026,101.524,31.503,31.503,,2017,05-10-2024,353.9,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,79.76,15.03,15.03,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875,81,81,,,
HD 27969 b,Confirmed,4.8,0.24,0.24,4.8,0.24,0.24,,,,654.5,5.8,5.8,1.552,0.033,0.033,0.182,0.019,0.019,,,,,2021,14-07-2021,106.6,7.7,7.7,2457020.8,7.3,7.3,,,,,,,,,,,,,,,,,,,103.6,2.8,2.8,261,11,11,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 27969,66.70833335,42.90861114,7.65,,,,,68.06,0.04,0.04,0.18,0.02,0.02,1.16,0.07,0.07,1.27,0.1,0.1,G0V,,,,5966,21,21,,,
